mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation1,param_activation2,param_batch_size,param_epochs,param_neurons,param_optimizer,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
17.702078342437744,0.42749635378519696,0.931282461046744,1.0,relu,sigmoid,16,64,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 64, 'neurons': 128, 'optimizer': 'Adam'}",24,0.8790419161676647,1.0,0.9640287769784173,1.0,0.9508393285371702,1.0,0.2840261235085907,0.008495505744794707,0.0373517791892355,0.0
38.69924147923788,0.475905179977417,0.9304834198961246,1.0,relu,sigmoid,16,64,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 64, 'neurons': 256, 'optimizer': 'Adam'}",33,0.8838323353293414,1.0,0.960431654676259,1.0,0.947242206235012,1.0,0.644712816538615,0.025873889990657213,0.03344321462126446,0.0
17.434107700983684,0.4938608805338542,0.926887734718338,1.0,relu,sigmoid,16,128,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 128, 'neurons': 16, 'optimizer': 'Adam'}",57,0.8850299401197604,1.0,0.9616306954436451,1.0,0.934052757793765,1.0,0.3214967015519774,0.03082654586688691,0.0316827138107952,0.0
19.697275320688885,0.501040538152059,0.931282461046744,1.0,relu,sigmoid,16,128,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 128, 'neurons': 32, 'optimizer': 'Adam'}",24,0.8838323353293414,1.0,0.9592326139088729,1.0,0.9508393285371702,1.0,0.4463312995536123,0.008230890694717836,0.0337467562855383,0.0
23.053383191426594,0.533264954884847,0.9328805433479824,1.0,relu,sigmoid,16,128,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 128, 'neurons': 64, 'optimizer': 'Adam'}",15,0.8850299401197604,1.0,0.9580335731414868,1.0,0.9556354916067147,1.0,0.8239875273399795,0.008269308275234012,0.033869911537179775,0.0
38.627423683802284,0.5771835645039877,0.9348781462245306,1.0,relu,sigmoid,16,128,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 128, 'neurons': 128, 'optimizer': 'Adam'}",4,0.8862275449101796,1.0,0.9640287769784173,1.0,0.9544364508393285,1.0,0.6225147728847717,0.010642328388801064,0.034643741486230485,0.0
86.6807135740916,0.6112168629964193,0.9336795844986017,1.0,relu,sigmoid,16,128,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 128, 'neurons': 256, 'optimizer': 'Adam'}",10,0.8850299401197604,1.0,0.9652278177458034,1.0,0.9508393285371702,1.0,1.3390509578433374,0.008859422755128719,0.03491853192219737,0.0
38.61540985107422,0.6419993241628011,0.9212944466640032,1.0,relu,sigmoid,16,256,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 256, 'neurons': 16, 'optimizer': 'Adam'}",86,0.8910179640718563,1.0,0.9424460431654677,1.0,0.9304556354916067,1.0,0.5696953803475678,0.035431285786148695,0.021973491564332592,0.0
47.445602893829346,0.6964019139607748,0.9292848581701958,0.999800279608548,relu,sigmoid,16,256,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 256, 'neurons': 32, 'optimizer': 'Adam'}",42,0.8922155688622755,1.0,0.9664268585131894,1.0,0.9292565947242206,0.9994008388256441,0.7429031440489524,0.05056379057744132,0.030299659162343544,0.0002824472862738243
53.180078744888306,0.6986737251281738,0.9292848581701958,1.0,relu,sigmoid,16,256,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 256, 'neurons': 64, 'optimizer': 'Adam'}",42,0.8838323353293414,1.0,0.9580335731414868,1.0,0.9460431654676259,1.0,2.340188697974819,0.012797065351126662,0.03252931842821872,0.0
82.70821611086528,0.743473211924235,0.9336795844986017,1.0,relu,sigmoid,16,256,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 256, 'neurons': 128, 'optimizer': 'Adam'}",10,0.8862275449101796,1.0,0.9652278177458034,1.0,0.9496402877697842,1.0,1.1382906283866112,0.006568540534527897,0.03417128869930115,0.0
169.51758337020874,0.7671875953674316,0.9340791050739113,1.0,relu,sigmoid,16,256,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 16, 'epochs': 256, 'neurons': 256, 'optimizer': 'Adam'}",7,0.8898203592814371,1.0,0.9688249400479616,1.0,0.9436450839328537,1.0,4.192488644665525,0.013366154651865582,0.03295787149275283,0.0
3.523005565007528,0.7607566515604655,0.9137035557331202,0.999800279608548,relu,sigmoid,32,16,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 16, 'neurons': 16, 'optimizer': 'Adam'}",104,0.8706586826347306,1.0,0.9328537170263789,1.0,0.9376498800959233,0.9994008388256441,0.04483161009288876,0.006127984604035608,0.030518415910455104,0.0002824472862738243
4.0808470249176025,0.7940211296081543,0.9256891729924092,1.0,relu,sigmoid,32,16,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 16, 'neurons': 32, 'optimizer': 'Adam'}",65,0.8826347305389222,1.0,0.9544364508393285,1.0,0.9400479616306955,1.0,0.24275576396016757,0.01016625863150454,0.031023294705117204,0.0
4.272853533426921,0.8329728444417318,0.9272872552936476,1.0,relu,sigmoid,32,16,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 16, 'neurons': 64, 'optimizer': 'Adam'}",52,0.8802395209580839,1.0,0.9556354916067147,1.0,0.9460431654676259,1.0,0.1019152197889013,0.007562355401476648,0.033517174875630225,0.0
5.333495855331421,0.8776694138844808,0.926887734718338,1.0,relu,sigmoid,32,16,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 16, 'neurons': 128, 'optimizer': 'Adam'}",57,0.8898203592814371,1.0,0.9568345323741008,1.0,0.934052757793765,1.0,0.1009315332103348,0.009650974953714982,0.02782599286855065,0.0
8.167306900024414,0.9108516375223795,0.926887734718338,1.0,relu,sigmoid,32,16,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 16, 'neurons': 256, 'optimizer': 'Adam'}",57,0.881437125748503,1.0,0.9592326139088729,1.0,0.9400479616306955,1.0,0.1704116811785966,0.012602124573313996,0.033097351832571884,0.0
5.825448671976726,0.9257873694101969,0.9304834198961246,0.9996005592170961,relu,sigmoid,32,32,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 32, 'neurons': 16, 'optimizer': 'Adam'}",33,0.881437125748503,1.0,0.9676258992805755,0.9988016776512882,0.9424460431654677,1.0,0.10911753229297572,0.008915616135423503,0.036191715844478035,0.0005648945725476486
6.895443598429362,0.955258846282959,0.9320815021973632,1.0,relu,sigmoid,32,32,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 32, 'neurons': 32, 'optimizer': 'Adam'}",19,0.8934131736526946,1.0,0.9544364508393285,1.0,0.9484412470023981,1.0,0.3695933532944586,0.008634937698230734,0.02746824095337085,0.0
7.619999408721924,0.9926649729410807,0.930083899320815,1.0,relu,sigmoid,32,32,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 32, 'neurons': 64, 'optimizer': 'Adam'}",37,0.8838323353293414,1.0,0.9640287769784173,1.0,0.9424460431654677,1.0,0.33118163649442467,0.012768200938466923,0.03388939067319419,0.0
8.829983075459799,1.0041221777598064,0.9308829404714343,1.0,relu,sigmoid,32,32,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 32, 'neurons': 128, 'optimizer': 'Adam'}",30,0.888622754491018,1.0,0.960431654676259,1.0,0.9436450839328537,1.0,0.1307133846955762,0.006555947609987247,0.03067537155095871,0.0
13.575331926345825,1.0380395253499348,0.9328805433479824,1.0,relu,sigmoid,32,32,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 32, 'neurons': 256, 'optimizer': 'Adam'}",15,0.8838323353293414,1.0,0.9676258992805755,1.0,0.947242206235012,1.0,0.2630678184175832,0.011916975154586711,0.035686511845322226,0.0
10.774619897206625,1.0572021007537842,0.9284858170195766,0.9996005592170961,relu,sigmoid,32,64,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 64, 'neurons': 16, 'optimizer': 'Adam'}",47,0.8850299401197604,1.0,0.9580335731414868,0.9988016776512882,0.9424460431654677,1.0,0.09256016805949668,0.011882660152646059,0.03139773501271023,0.0005648945725476486
12.543952067693075,1.0929887294769287,0.9340791050739113,1.0,relu,sigmoid,32,64,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 64, 'neurons': 32, 'optimizer': 'Adam'}",7,0.8850299401197604,1.0,0.9688249400479616,1.0,0.9484412470023981,1.0,0.3815657876375524,0.01624959673783629,0.035687170249192116,0.0
13.286031802495321,1.1337470213572185,0.9320815021973632,1.0,relu,sigmoid,32,64,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 64, 'neurons': 64, 'optimizer': 'Adam'}",19,0.8862275449101796,1.0,0.9616306954436451,1.0,0.9484412470023981,1.0,0.22764743157493683,0.007238463129305742,0.032886703246349715,0.0
17.035734971364338,1.1873381932576497,0.9352776667998401,1.0,relu,sigmoid,32,64,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 64, 'neurons': 128, 'optimizer': 'Adam'}",2,0.8898203592814371,1.0,0.9628297362110312,1.0,0.9532374100719424,1.0,0.7435900622398884,0.0407371171694406,0.032399869738361516,0.0
27.389371156692505,1.1931642691294353,0.930083899320815,1.0,relu,sigmoid,32,64,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 64, 'neurons': 256, 'optimizer': 'Adam'}",37,0.8874251497005988,1.0,0.9628297362110312,1.0,0.9400479616306955,1.0,0.72538410898139,0.010645444649025398,0.031582311998434205,0.0
21.371419270833332,1.216500202814738,0.930083899320815,1.0,relu,sigmoid,32,128,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 128, 'neurons': 16, 'optimizer': 'Adam'}",37,0.8850299401197604,1.0,0.960431654676259,1.0,0.9448441247002398,1.0,0.37341952004287965,0.0026179361435210756,0.03250577740908925,0.0
25.621455589930218,1.2513617674509685,0.9308829404714343,1.0,relu,sigmoid,32,128,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 128, 'neurons': 32, 'optimizer': 'Adam'}",30,0.881437125748503,1.0,0.9676258992805755,1.0,0.9436450839328537,1.0,1.96030734090783,0.005091616342824741,0.036327927945261525,0.0
27.854492505391438,1.2975649038950603,0.9320815021973632,1.0,relu,sigmoid,32,128,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 128, 'neurons': 64, 'optimizer': 'Adam'}",19,0.8862275449101796,1.0,0.960431654676259,1.0,0.9496402877697842,1.0,1.274195122254765,0.017726475514529647,0.03274071503906647,0.0
33.48609749476115,1.340622345606486,0.9352776667998401,1.0,relu,sigmoid,32,128,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 128, 'neurons': 128, 'optimizer': 'Adam'}",2,0.8838323353293414,1.0,0.9676258992805755,1.0,0.9544364508393285,1.0,0.25745551665083277,0.011842252430925218,0.036795105342023855,0.0
53.36333600680033,1.3581213156382244,0.931282461046744,1.0,relu,sigmoid,32,128,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 128, 'neurons': 256, 'optimizer': 'Adam'}",24,0.8862275449101796,1.0,0.960431654676259,1.0,0.947242206235012,1.0,0.23788003580875058,0.01666922999840078,0.03232911591558398,0.0
43.563198248545326,1.397918462753296,0.9029165001997603,1.0,relu,sigmoid,32,256,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 256, 'neurons': 16, 'optimizer': 'Adam'}",117,0.8850299401197604,1.0,0.9316546762589928,1.0,0.8920863309352518,1.0,1.8939293950866087,0.015091171816010149,0.0205181478981898,0.0
52.93716708819071,1.431199312210083,0.931282461046744,1.0,relu,sigmoid,32,256,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 256, 'neurons': 32, 'optimizer': 'Adam'}",24,0.888622754491018,1.0,0.9568345323741008,1.0,0.9484412470023981,1.0,0.9381096342451841,0.008802053633848336,0.030376847020714814,0.0
53.84899195035299,1.455473264058431,0.9320815021973632,1.0,relu,sigmoid,32,256,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 256, 'neurons': 64, 'optimizer': 'Adam'}",19,0.8850299401197604,1.0,0.960431654676259,1.0,0.9508393285371702,1.0,2.109683629259373,0.014903339025084271,0.03351986458057197,0.0
65.57717943191528,1.4984408219655354,0.9336795844986017,1.0,relu,sigmoid,32,256,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 256, 'neurons': 128, 'optimizer': 'Adam'}",10,0.8874251497005988,1.0,0.9664268585131894,1.0,0.947242206235012,1.0,1.5277243426005254,0.02221156066036338,0.03365020554589178,0.0
104.5537060101827,1.529833714167277,0.9340791050739113,1.0,relu,sigmoid,32,256,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 32, 'epochs': 256, 'neurons': 256, 'optimizer': 'Adam'}",7,0.8862275449101796,1.0,0.9652278177458034,1.0,0.9508393285371702,1.0,1.1302212244238319,0.015041068240662273,0.034362037990267616,0.0
5.160308043162028,1.5336819489796956,0.9069117059528565,1.0,relu,sigmoid,64,16,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 16, 'neurons': 16, 'optimizer': 'Adam'}",115,0.8574850299401198,1.0,0.935251798561151,1.0,0.9280575539568345,1.0,0.05691078833949026,0.00854778798377921,0.035093952800217106,0.0
5.433082501093547,1.5540262858072917,0.9149021174590491,1.0,relu,sigmoid,64,16,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 16, 'neurons': 32, 'optimizer': 'Adam'}",102,0.8778443113772455,1.0,0.9496402877697842,1.0,0.9172661870503597,1.0,0.04399737778548583,0.008081243768843442,0.029361103809237,0.0
5.684253851572673,1.5922567049662273,0.9232920495405513,1.0,relu,sigmoid,64,16,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 16, 'neurons': 64, 'optimizer': 'Adam'}",78,0.8826347305389222,1.0,0.9556354916067147,1.0,0.9316546762589928,1.0,0.07178042821810957,0.005473802671013065,0.030385985311984314,0.0
6.21597679456075,1.6163477102915447,0.926887734718338,1.0,relu,sigmoid,64,16,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 16, 'neurons': 128, 'optimizer': 'Adam'}",57,0.8754491017964072,1.0,0.9616306954436451,1.0,0.9436450839328537,1.0,0.04156383975663235,0.0063787502219325954,0.03712741484557948,0.0
7.596556266148885,1.6570990085601807,0.9304834198961246,1.0,relu,sigmoid,64,16,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 16, 'neurons': 256, 'optimizer': 'Adam'}",33,0.8910179640718563,1.0,0.9592326139088729,1.0,0.9412470023980816,1.0,0.0745752007827447,0.018676024358236974,0.0288719073140881,0.0
7.604847510655721,1.6775550842285156,0.9172992409109069,1.0,relu,sigmoid,64,32,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 32, 'neurons': 16, 'optimizer': 'Adam'}",96,0.8790419161676647,1.0,0.9592326139088729,1.0,0.9136690647482014,1.0,0.4404681734016235,0.013191932319618845,0.03284138931467464,0.0
7.8086512088775635,1.7559010982513428,0.9149021174590491,1.0,relu,sigmoid,64,32,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 32, 'neurons': 32, 'optimizer': 'Adam'}",102,0.8766467065868263,1.0,0.9388489208633094,1.0,0.9292565947242206,1.0,0.10591145027887616,0.04762749685722552,0.027348582067472968,0.0
8.191733201344809,1.747887134552002,0.9196963643627647,1.0,relu,sigmoid,64,32,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 32, 'neurons': 64, 'optimizer': 'Adam'}",92,0.8862275449101796,1.0,0.9400479616306955,1.0,0.9328537170263789,1.0,0.15692768857427444,0.01796176384867617,0.02386158510832841,0.0
9.419424851735434,1.7839969793955486,0.9272872552936476,1.0,relu,sigmoid,64,32,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 32, 'neurons': 128, 'optimizer': 'Adam'}",52,0.8802395209580839,1.0,0.9640287769784173,1.0,0.9376498800959233,1.0,0.3008288339105483,0.007171325562254384,0.03498570733394986,0.0
11.681208848953247,1.808831771214803,0.9324810227726728,1.0,relu,sigmoid,64,32,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 32, 'neurons': 256, 'optimizer': 'Adam'}",18,0.8934131736526946,1.0,0.9580335731414868,1.0,0.9460431654676259,1.0,0.01984474917143111,0.014284449512652992,0.02807161442373856,0.0
11.114479621251425,1.8539968331654866,0.926887734718338,1.0,relu,sigmoid,64,64,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 64, 'neurons': 16, 'optimizer': 'Adam'}",57,0.8862275449101796,1.0,0.960431654676259,1.0,0.934052757793765,1.0,0.01658287406308325,0.01360813264902958,0.030717172850972453,0.0
12.332825581232706,1.8761167526245117,0.9232920495405513,1.0,relu,sigmoid,64,64,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 64, 'neurons': 32, 'optimizer': 'Adam'}",78,0.874251497005988,1.0,0.9640287769784173,1.0,0.9316546762589928,1.0,0.14900922039113434,0.01084332775582452,0.03712869967571274,0.0
12.671681563059488,1.8953991731007893,0.926887734718338,1.0,relu,sigmoid,64,64,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 64, 'neurons': 64, 'optimizer': 'Adam'}",57,0.8874251497005988,1.0,0.9568345323741008,1.0,0.9364508393285371,1.0,0.5501405475804471,0.00384957237036929,0.02913422264576113,0.0
15.136038303375244,1.943080186843872,0.9264882141430284,1.0,relu,sigmoid,64,64,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 64, 'neurons': 128, 'optimizer': 'Adam'}",63,0.881437125748503,1.0,0.9580335731414868,1.0,0.9400479616306955,1.0,0.23269651096082017,0.01427582299269128,0.03270946703343106,0.0
20.16862948735555,1.9886972109476726,0.9332800639232921,1.0,relu,sigmoid,64,64,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 64, 'neurons': 256, 'optimizer': 'Adam'}",14,0.8850299401197604,1.0,0.9616306954436451,1.0,0.9532374100719424,1.0,0.33941338863783366,0.012423695601684662,0.03430990334167921,0.0
20.302345991134644,2.035590410232544,0.9260886935677187,1.0,relu,sigmoid,64,128,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 128, 'neurons': 16, 'optimizer': 'Adam'}",64,0.888622754491018,1.0,0.9568345323741008,1.0,0.9328537170263789,1.0,0.2906546503107957,0.029230075054256722,0.028257709242071424,0.0
21.89635380109151,2.0530100663503013,0.9272872552936476,1.0,relu,sigmoid,64,128,32,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 128, 'neurons': 32, 'optimizer': 'Adam'}",52,0.8790419161676647,1.0,0.9640287769784173,1.0,0.9388489208633094,1.0,0.6937594250868856,0.023669921246624526,0.03564870918128489,0.0
25.325907230377197,2.082341512044271,0.923691570115861,1.0,relu,sigmoid,64,128,64,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 128, 'neurons': 64, 'optimizer': 'Adam'}",74,0.8922155688622755,1.0,0.9496402877697842,1.0,0.9292565947242206,1.0,1.7901972404638697,0.010982584799067052,0.023773615333866,0.0
28.18245792388916,2.121232827504476,0.9288853375948861,1.0,relu,sigmoid,64,128,128,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 128, 'neurons': 128, 'optimizer': 'Adam'}",46,0.888622754491018,1.0,0.9544364508393285,1.0,0.9436450839328537,1.0,0.7320164527061731,0.00579868878293565,0.028825524209967174,0.0
36.86961428324381,2.160740534464518,0.9308829404714343,1.0,relu,sigmoid,64,128,256,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 128, 'neurons': 256, 'optimizer': 'Adam'}",30,0.8862275449101796,1.0,0.9616306954436451,1.0,0.9448441247002398,1.0,0.3077983793018298,0.00855493669415556,0.03232945631121721,0.0
37.475396394729614,2.173818826675415,0.9272872552936476,1.0,relu,sigmoid,64,256,16,Adam,"{'activation1': 'relu', 'activation2': 'sigmoid', 'batch_size': 64, 'epochs': 256, 'neurons': 16, 'optimizer': 'Adam'}",52,0.8850299401197604,1.0,0.9556354916067147,1.0,0.9412470023980816,1.0,1.149536776867884,0.012265086239860766,0.030469687883883597,0.0
